geo_accession,split,species
GSM2474659,TRAIN,HUMAN
GSM2475347,TRAIN,HUMAN
GSM2475359,TRAIN,HUMAN
GSM2475399,TRAIN,HUMAN
GSM2475464,TRAIN,HUMAN
GSM2475466,TRAIN,HUMAN
GSM2475478,TRAIN,HUMAN
GSM2475520,TRAIN,HUMAN
GSM2475525,TRAIN,HUMAN
GSM2475536,TRAIN,HUMAN
GSM2475688,TRAIN,HUMAN
GSM2477633,TRAIN,HUMAN
GSM2479750,TRAIN,HUMAN
GSM2479757,TRAIN,HUMAN
GSM2480449,TRAIN,HUMAN
GSM2480475,TRAIN,HUMAN
GSM2481915,TRAIN,HUMAN
GSM2482838,TRAIN,HUMAN
GSM2487556,TRAIN,HUMAN
GSM2487563,TRAIN,HUMAN
GSM2487568,TRAIN,HUMAN
GSM2491424,TRAIN,HUMAN
GSM2491446,TRAIN,HUMAN
GSM2491883,TRAIN,HUMAN
GSM2491890,TRAIN,HUMAN
GSM2491904,TRAIN,HUMAN
GSM2492066,TRAIN,HUMAN
GSM2492299,TRAIN,HUMAN
GSM2493825,TRAIN,HUMAN
GSM2495382,TRAIN,HUMAN
GSM2495456,TRAIN,HUMAN
GSM2496548,TRAIN,HUMAN
GSM2498331,TRAIN,HUMAN
GSM2498340,TRAIN,HUMAN
GSM2500310,TRAIN,HUMAN
GSM2501582,TRAIN,HUMAN
GSM2509523,TRAIN,HUMAN
GSM2516089,TRAIN,HUMAN
GSM2516115,TRAIN,HUMAN
GSM2516323,TRAIN,HUMAN
GSM2516326,TRAIN,HUMAN
GSM2516829,TRAIN,HUMAN
GSM2516851,TRAIN,HUMAN
GSM2516971,TRAIN,HUMAN
GSM2520176,TRAIN,HUMAN
GSM2520192,TRAIN,HUMAN
GSM2520261,TRAIN,HUMAN
GSM2520280,TRAIN,HUMAN
GSM2520307,TRAIN,HUMAN
GSM2520318,TRAIN,HUMAN
GSM2520336,TRAIN,HUMAN
GSM2520365,TRAIN,HUMAN
GSM2520367,TRAIN,HUMAN
GSM2520493,TRAIN,HUMAN
GSM2527235,TRAIN,HUMAN
GSM2527244,TRAIN,HUMAN
GSM2527757,TRAIN,HUMAN
GSM2527920,TRAIN,HUMAN
GSM2532923,TRAIN,HUMAN
GSM2535061,TRAIN,HUMAN
GSM2536409,TRAIN,HUMAN
GSM2536950,TRAIN,HUMAN
GSM2536957,TRAIN,HUMAN
GSM2537509,TRAIN,HUMAN
GSM2537518,TRAIN,HUMAN
GSM2537529,TRAIN,HUMAN
GSM2537551,TRAIN,HUMAN
GSM2537564,TRAIN,HUMAN
GSM2538872,TRAIN,HUMAN
GSM2539610,TRAIN,HUMAN
GSM2539684,TRAIN,HUMAN
GSM2539686,TRAIN,HUMAN
GSM2539709,TRAIN,HUMAN
GSM2539729,TRAIN,HUMAN
GSM2539781,TRAIN,HUMAN
GSM2539799,TRAIN,HUMAN
GSM2539846,TRAIN,HUMAN
GSM2539853,TRAIN,HUMAN
GSM2539867,TRAIN,HUMAN
GSM2539923,TRAIN,HUMAN
GSM2539939,TRAIN,HUMAN
GSM2539964,TRAIN,HUMAN
GSM2539983,TRAIN,HUMAN
GSM2539989,TRAIN,HUMAN
GSM2539997,TRAIN,HUMAN
GSM2540065,TRAIN,HUMAN
GSM2543605,TRAIN,HUMAN
GSM2543714,TRAIN,HUMAN
GSM2543784,TRAIN,HUMAN
GSM2543909,TRAIN,HUMAN
GSM2544017,TRAIN,HUMAN
GSM2544019,TRAIN,HUMAN
GSM2544033,TRAIN,HUMAN
GSM2544038,TRAIN,HUMAN
GSM2544726,TRAIN,HUMAN
GSM2544730,TRAIN,HUMAN
GSM2545623,TRAIN,HUMAN
GSM2545873,TRAIN,HUMAN
GSM2546857,TRAIN,HUMAN
GSM2551404,TRAIN,HUMAN
GSM2552898,TRAIN,HUMAN
GSM2559742,TRAIN,HUMAN
GSM2560350,TRAIN,HUMAN
GSM2561585,TRAIN,HUMAN
GSM2561591,TRAIN,HUMAN
GSM2561973,TRAIN,HUMAN
GSM2562162,TRAIN,HUMAN
GSM2562171,TRAIN,HUMAN
GSM2562203,TRAIN,HUMAN
GSM2562235,TRAIN,HUMAN
GSM2562357,TRAIN,HUMAN
GSM2562552,TRAIN,HUMAN
GSM2562577,TRAIN,HUMAN
GSM2564105,TRAIN,HUMAN
GSM2565078,TRAIN,HUMAN
GSM2565230,TRAIN,HUMAN
GSM2565340,TRAIN,HUMAN
GSM2566910,TRAIN,HUMAN
GSM2575072,TRAIN,HUMAN
GSM2575272,TRAIN,HUMAN
GSM2575287,TRAIN,HUMAN
GSM2575310,TRAIN,HUMAN
GSM2575362,TRAIN,HUMAN
GSM2575363,TRAIN,HUMAN
GSM2575378,TRAIN,HUMAN
GSM2577124,TRAIN,HUMAN
GSM2579118,TRAIN,HUMAN
GSM2580328,TRAIN,HUMAN
GSM2581208,TRAIN,HUMAN
GSM2584675,TRAIN,HUMAN
GSM2584749,TRAIN,HUMAN
GSM2584753,TRAIN,HUMAN
GSM2585355,TRAIN,HUMAN
GSM2586686,TRAIN,HUMAN
GSM2586694,TRAIN,HUMAN
GSM2589027,TRAIN,HUMAN
GSM2589382,TRAIN,HUMAN
GSM2589623,TRAIN,HUMAN
GSM2589626,TRAIN,HUMAN
GSM2590461,TRAIN,HUMAN
GSM2593260,TRAIN,HUMAN
GSM2594484,TRAIN,HUMAN
GSM2595147,TRAIN,HUMAN
GSM2595205,TRAIN,HUMAN
GSM2598396,TRAIN,HUMAN
GSM2607690,TRAIN,HUMAN
GSM2608027,TRAIN,HUMAN
GSM2610522,TRAIN,HUMAN
GSM2616928,TRAIN,HUMAN
GSM2616931,TRAIN,HUMAN
GSM2616935,TRAIN,HUMAN
GSM2620905,TRAIN,HUMAN
GSM2626944,TRAIN,HUMAN
GSM2626974,TRAIN,HUMAN
GSM2627012,TRAIN,HUMAN
GSM2627022,TRAIN,HUMAN
GSM2627425,TRAIN,HUMAN
GSM2627426,TRAIN,HUMAN
GSM2627439,TRAIN,HUMAN
GSM2627688,TRAIN,HUMAN
GSM2629524,TRAIN,HUMAN
GSM2629525,TRAIN,HUMAN
GSM2630181,TRAIN,HUMAN
GSM2630186,TRAIN,HUMAN
GSM2630310,TRAIN,HUMAN
GSM2631360,TRAIN,HUMAN
GSM2632004,TRAIN,HUMAN
GSM2633650,TRAIN,HUMAN
GSM2633660,TRAIN,HUMAN
GSM2634736,TRAIN,HUMAN
GSM2635275,TRAIN,HUMAN
GSM2635286,TRAIN,HUMAN
GSM2635732,TRAIN,HUMAN
GSM2640693,TRAIN,HUMAN
GSM2640709,TRAIN,HUMAN
GSM2642557,TRAIN,HUMAN
GSM2642568,TRAIN,HUMAN
GSM2642579,TRAIN,HUMAN
GSM2642614,TRAIN,HUMAN
GSM2642740,TRAIN,HUMAN
GSM2642765,TRAIN,HUMAN
GSM2643155,TRAIN,HUMAN
GSM2643201,TRAIN,HUMAN
GSM2643205,TRAIN,HUMAN
GSM2643484,TRAIN,HUMAN
GSM2643488,TRAIN,HUMAN
GSM2644466,TRAIN,HUMAN
GSM2644621,TRAIN,HUMAN
GSM2644642,TRAIN,HUMAN
GSM2644765,TRAIN,HUMAN
GSM2645574,TRAIN,HUMAN
GSM2646215,TRAIN,HUMAN
GSM2649119,TRAIN,HUMAN
GSM2649451,TRAIN,HUMAN
GSM2649993,TRAIN,HUMAN
GSM2650364,TRAIN,HUMAN
GSM2650728,TRAIN,HUMAN
GSM2652121,TRAIN,HUMAN
GSM2652457,TRAIN,HUMAN
GSM2653465,TRAIN,HUMAN
GSM2664080,TRAIN,HUMAN
GSM2664146,TRAIN,HUMAN
GSM2667330,TRAIN,HUMAN
GSM2667346,TRAIN,HUMAN
GSM2667353,TRAIN,HUMAN
GSM2667417,TRAIN,HUMAN
GSM2667755,TRAIN,HUMAN
GSM2671239,TRAIN,HUMAN
GSM2671270,TRAIN,HUMAN
GSM2671931,TRAIN,HUMAN
GSM2672033,TRAIN,HUMAN
GSM2674239,TRAIN,HUMAN
GSM2674243,TRAIN,HUMAN
GSM2674886,TRAIN,HUMAN
GSM2676168,TRAIN,HUMAN
GSM2676859,TRAIN,HUMAN
GSM2677876,TRAIN,HUMAN
GSM2679462,TRAIN,HUMAN
GSM2679464,TRAIN,HUMAN
GSM2679565,TRAIN,HUMAN
GSM2679946,TRAIN,HUMAN
GSM2680189,TRAIN,HUMAN
GSM2687180,TRAIN,HUMAN
GSM2687201,TRAIN,HUMAN
GSM2687225,TRAIN,HUMAN
GSM2691060,TRAIN,HUMAN
GSM2691926,TRAIN,HUMAN
GSM2692047,TRAIN,HUMAN
GSM2693571,TRAIN,HUMAN
GSM2695584,TRAIN,HUMAN
GSM2695731,TRAIN,HUMAN
GSM2695936,TRAIN,HUMAN
GSM2696559,TRAIN,HUMAN
GSM2696560,TRAIN,HUMAN
GSM2696924,TRAIN,HUMAN
GSM2698975,TRAIN,HUMAN
GSM2699279,TRAIN,HUMAN
GSM2699302,TRAIN,HUMAN
GSM2699648,TRAIN,HUMAN
GSM2699650,TRAIN,HUMAN
GSM2699669,TRAIN,HUMAN
GSM2699776,TRAIN,HUMAN
GSM2700452,TRAIN,HUMAN
GSM2700510,TRAIN,HUMAN
GSM2701636,TRAIN,HUMAN
GSM2701678,TRAIN,HUMAN
GSM2702226,TRAIN,HUMAN
GSM2702394,TRAIN,HUMAN
GSM2702868,TRAIN,HUMAN
GSM2711157,TRAIN,HUMAN
GSM2711235,TRAIN,HUMAN
GSM2712691,TRAIN,HUMAN
GSM2712695,TRAIN,HUMAN
GSM2712714,TRAIN,HUMAN
GSM2714518,TRAIN,HUMAN
GSM2714961,TRAIN,HUMAN
GSM2714976,TRAIN,HUMAN
GSM2715055,TRAIN,HUMAN
GSM2715070,TRAIN,HUMAN
GSM2715533,TRAIN,HUMAN
GSM2715534,TRAIN,HUMAN
GSM2715659,TRAIN,HUMAN
GSM2715761,TRAIN,HUMAN
GSM2715769,TRAIN,HUMAN
GSM2715812,TRAIN,HUMAN
GSM2715834,TRAIN,HUMAN
GSM2716715,TRAIN,HUMAN
GSM2716733,TRAIN,HUMAN
GSM2716739,TRAIN,HUMAN
GSM2716930,TRAIN,HUMAN
GSM2717328,TRAIN,HUMAN
GSM2717384,TRAIN,HUMAN
GSM2718339,TRAIN,HUMAN
GSM2719784,TRAIN,HUMAN
GSM2720211,TRAIN,HUMAN
GSM2722170,TRAIN,HUMAN
GSM2722358,TRAIN,HUMAN
GSM2722930,TRAIN,HUMAN
GSM2723031,TRAIN,HUMAN
GSM2723042,TRAIN,HUMAN
GSM2723928,TRAIN,HUMAN
GSM2724162,TRAIN,HUMAN
GSM2724181,TRAIN,HUMAN
GSM2724231,TRAIN,HUMAN
GSM2730441,TRAIN,HUMAN
GSM2731746,TRAIN,HUMAN
GSM2731765,TRAIN,HUMAN
GSM2733201,TRAIN,HUMAN
GSM2733244,TRAIN,HUMAN
GSM2733293,TRAIN,HUMAN
GSM2733327,TRAIN,HUMAN
GSM2733366,TRAIN,HUMAN
GSM2735245,TRAIN,HUMAN
GSM2738126,TRAIN,HUMAN
GSM2740644,TRAIN,HUMAN
GSM2740735,TRAIN,HUMAN
GSM2740802,TRAIN,HUMAN
GSM2740844,TRAIN,HUMAN
GSM2740942,TRAIN,HUMAN
GSM2741351,TRAIN,HUMAN
GSM2741793,TRAIN,HUMAN
GSM2742716,TRAIN,HUMAN
GSM2742763,TRAIN,HUMAN
GSM2743919,TRAIN,HUMAN
GSM2745944,TRAIN,HUMAN
GSM2746719,TRAIN,HUMAN
GSM2747189,TRAIN,HUMAN
GSM2750940,TRAIN,HUMAN
GSM2750974,TRAIN,HUMAN
GSM2751157,TRAIN,HUMAN
GSM2752556,TRAIN,HUMAN
GSM2752564,TRAIN,HUMAN
GSM2753262,TRAIN,HUMAN
GSM2753279,TRAIN,HUMAN
GSM2754558,TRAIN,HUMAN
GSM2754657,TRAIN,HUMAN
GSM2754769,TRAIN,HUMAN
GSM2754797,TRAIN,HUMAN
GSM2754845,TRAIN,HUMAN
GSM2754927,TRAIN,HUMAN
GSM2755000,TRAIN,HUMAN
GSM2755064,TRAIN,HUMAN
GSM2755116,TRAIN,HUMAN
GSM2755143,TRAIN,HUMAN
GSM2755151,TRAIN,HUMAN
GSM2755152,TRAIN,HUMAN
GSM2755162,TRAIN,HUMAN
GSM2755173,TRAIN,HUMAN
GSM2755176,TRAIN,HUMAN
GSM2755204,TRAIN,HUMAN
GSM2755212,TRAIN,HUMAN
GSM2755243,TRAIN,HUMAN
GSM2755267,TRAIN,HUMAN
GSM2755293,TRAIN,HUMAN
GSM2755363,TRAIN,HUMAN
GSM2755387,TRAIN,HUMAN
GSM2755462,TRAIN,HUMAN
GSM2755559,TRAIN,HUMAN
GSM2755589,TRAIN,HUMAN
GSM2755619,TRAIN,HUMAN
GSM2755686,TRAIN,HUMAN
GSM2755779,TRAIN,HUMAN
GSM2755808,TRAIN,HUMAN
GSM2755828,TRAIN,HUMAN
GSM2755899,TRAIN,HUMAN
GSM2755926,TRAIN,HUMAN
GSM2756012,TRAIN,HUMAN
GSM2756037,TRAIN,HUMAN
GSM2756049,TRAIN,HUMAN
GSM2756178,TRAIN,HUMAN
GSM2757501,TRAIN,HUMAN
GSM2759498,TRAIN,HUMAN
GSM2760232,TRAIN,HUMAN
GSM2760235,TRAIN,HUMAN
GSM2760283,TRAIN,HUMAN
GSM2760286,TRAIN,HUMAN
GSM2766484,TRAIN,HUMAN
GSM2766534,TRAIN,HUMAN
GSM2769697,TRAIN,HUMAN
GSM2770091,TRAIN,HUMAN
GSM2770183,TRAIN,HUMAN
GSM2770192,TRAIN,HUMAN
GSM2770268,TRAIN,HUMAN
GSM2770352,TRAIN,HUMAN
GSM2770378,TRAIN,HUMAN
GSM2770386,TRAIN,HUMAN
GSM2770461,TRAIN,HUMAN
GSM2770573,TRAIN,HUMAN
GSM2770722,TRAIN,HUMAN
GSM2771603,TRAIN,HUMAN
GSM2772310,TRAIN,HUMAN
GSM2772356,TRAIN,HUMAN
GSM2772459,TRAIN,HUMAN
GSM2775088,TRAIN,HUMAN
GSM2775169,TRAIN,HUMAN
GSM2775172,TRAIN,HUMAN
GSM2776941,TRAIN,HUMAN
GSM2779008,TRAIN,HUMAN
GSM2779512,TRAIN,HUMAN
GSM2781938,TRAIN,HUMAN
GSM2781944,TRAIN,HUMAN
GSM2782247,TRAIN,HUMAN
GSM2784372,TRAIN,HUMAN
GSM2784457,TRAIN,HUMAN
GSM2784460,TRAIN,HUMAN
GSM2784537,TRAIN,HUMAN
GSM2784956,TRAIN,HUMAN
GSM2785174,TRAIN,HUMAN
GSM2785209,TRAIN,HUMAN
GSM2785791,TRAIN,HUMAN
GSM2786646,TRAIN,HUMAN
GSM2786794,TRAIN,HUMAN
GSM2787801,TRAIN,HUMAN
GSM2788093,TRAIN,HUMAN
GSM2789894,TRAIN,HUMAN
GSM2790133,TRAIN,HUMAN
GSM2790541,TRAIN,HUMAN
GSM2790547,TRAIN,HUMAN
GSM2794410,TRAIN,HUMAN
GSM2794431,TRAIN,HUMAN
GSM2795188,TRAIN,HUMAN
GSM2797297,TRAIN,HUMAN
GSM2797483,TRAIN,HUMAN
GSM2800811,TRAIN,HUMAN
GSM2802910,TRAIN,HUMAN
GSM2803490,TRAIN,HUMAN
GSM2803827,TRAIN,HUMAN
GSM2805884,TRAIN,HUMAN
GSM2806214,TRAIN,HUMAN
GSM2806619,TRAIN,HUMAN
GSM2806996,TRAIN,HUMAN
GSM2807087,TRAIN,HUMAN
GSM2807397,TRAIN,HUMAN
GSM2807408,TRAIN,HUMAN
GSM2807421,TRAIN,HUMAN
GSM2808538,TRAIN,HUMAN
GSM2808545,TRAIN,HUMAN
GSM2808571,TRAIN,HUMAN
GSM2808572,TRAIN,HUMAN
GSM2808869,TRAIN,HUMAN
GSM2809186,TRAIN,HUMAN
GSM2809866,TRAIN,HUMAN
GSM2809894,TRAIN,HUMAN
GSM2810115,TRAIN,HUMAN
GSM2811293,TRAIN,HUMAN
GSM2813024,TRAIN,HUMAN
GSM2813196,TRAIN,HUMAN
GSM2813207,TRAIN,HUMAN
GSM2816783,TRAIN,HUMAN
GSM2816795,TRAIN,HUMAN
GSM2819681,TRAIN,HUMAN
GSM2819698,TRAIN,HUMAN
GSM2819774,TRAIN,HUMAN
GSM2823143,TRAIN,HUMAN
GSM2823563,TRAIN,HUMAN
GSM2823804,TRAIN,HUMAN
GSM2823809,TRAIN,HUMAN
GSM2824223,TRAIN,HUMAN
GSM2825296,TRAIN,HUMAN
GSM2825314,TRAIN,HUMAN
GSM2825772,TRAIN,HUMAN
GSM2826111,TRAIN,HUMAN
GSM2827739,TRAIN,HUMAN
GSM2828573,TRAIN,HUMAN
GSM2828619,TRAIN,HUMAN
GSM2828626,TRAIN,HUMAN
GSM2834958,TRAIN,HUMAN
GSM2836245,TRAIN,HUMAN
GSM2836308,TRAIN,HUMAN
GSM2836481,TRAIN,HUMAN
GSM2838596,TRAIN,HUMAN
GSM2842712,TRAIN,HUMAN
GSM2843506,TRAIN,HUMAN
GSM2843862,TRAIN,HUMAN
GSM2844116,TRAIN,HUMAN
GSM2844125,TRAIN,HUMAN
GSM2845589,TRAIN,HUMAN
GSM2845591,TRAIN,HUMAN
GSM2849298,TRAIN,HUMAN
GSM2850641,TRAIN,HUMAN
GSM2854816,TRAIN,HUMAN
GSM2856406,TRAIN,HUMAN
GSM2857309,TRAIN,HUMAN
GSM2857332,TRAIN,HUMAN
GSM2857459,TRAIN,HUMAN
GSM2857468,TRAIN,HUMAN
GSM2858886,TRAIN,HUMAN
GSM2858958,TRAIN,HUMAN
GSM2859290,TRAIN,HUMAN
GSM2859312,TRAIN,HUMAN
GSM2859467,TRAIN,HUMAN
GSM2859505,TRAIN,HUMAN
GSM2859868,TRAIN,HUMAN
GSM2859873,TRAIN,HUMAN
GSM2861684,TRAIN,HUMAN
GSM2862286,TRAIN,HUMAN
GSM2862352,TRAIN,HUMAN
GSM2862954,TRAIN,HUMAN
GSM2862958,TRAIN,HUMAN
GSM2863530,TRAIN,HUMAN
GSM2863675,TRAIN,HUMAN
GSM2866269,TRAIN,HUMAN
GSM2866502,TRAIN,HUMAN
GSM2866746,TRAIN,HUMAN
GSM2870395,TRAIN,HUMAN
GSM2871524,TRAIN,HUMAN
GSM2871825,TRAIN,HUMAN
GSM2871831,TRAIN,HUMAN
GSM2873884,TRAIN,HUMAN
GSM2873987,TRAIN,HUMAN
GSM2874010,TRAIN,HUMAN
GSM2876123,TRAIN,HUMAN
GSM2877137,TRAIN,HUMAN
GSM2877147,TRAIN,HUMAN
GSM2877150,TRAIN,HUMAN
GSM2877317,TRAIN,HUMAN
GSM2877899,TRAIN,HUMAN
GSM2877904,TRAIN,HUMAN
GSM2877913,TRAIN,HUMAN
GSM2882296,TRAIN,HUMAN
GSM2882343,TRAIN,HUMAN
GSM2882983,TRAIN,HUMAN
GSM2883074,TRAIN,HUMAN
GSM2883943,TRAIN,HUMAN
GSM2883965,TRAIN,HUMAN
GSM2884547,TRAIN,HUMAN
GSM2886131,TRAIN,HUMAN
GSM2886152,TRAIN,HUMAN
GSM2886195,TRAIN,HUMAN
GSM2886260,TRAIN,HUMAN
GSM2886354,TRAIN,HUMAN
GSM2886383,TRAIN,HUMAN
GSM2887487,TRAIN,HUMAN
GSM2887655,TRAIN,HUMAN
GSM2889015,TRAIN,HUMAN
GSM2891736,TRAIN,HUMAN
GSM2891746,TRAIN,HUMAN
GSM2892517,TRAIN,HUMAN
GSM2894911,TRAIN,HUMAN
GSM2894912,TRAIN,HUMAN
GSM2895213,TRAIN,HUMAN
GSM2895311,TRAIN,HUMAN
GSM2895847,TRAIN,HUMAN
GSM2895848,TRAIN,HUMAN
GSM2895852,TRAIN,HUMAN
GSM2897792,TRAIN,HUMAN
GSM2898237,TRAIN,HUMAN
GSM2899120,TRAIN,HUMAN
GSM2899131,TRAIN,HUMAN
GSM2899162,TRAIN,HUMAN
GSM2901754,TRAIN,HUMAN
GSM2902796,TRAIN,HUMAN
GSM2902798,TRAIN,HUMAN
GSM2902927,TRAIN,HUMAN
GSM2909594,TRAIN,HUMAN
GSM2909598,TRAIN,HUMAN
GSM2909645,TRAIN,HUMAN
GSM2912650,TRAIN,HUMAN
GSM2912655,TRAIN,HUMAN
GSM2913331,TRAIN,HUMAN
GSM2915173,TRAIN,HUMAN
GSM2915473,TRAIN,HUMAN
GSM2915859,TRAIN,HUMAN
GSM2915986,TRAIN,HUMAN
GSM2916060,TRAIN,HUMAN
GSM2916174,TRAIN,HUMAN
GSM2917173,TRAIN,HUMAN
GSM2929048,TRAIN,HUMAN
GSM2931386,TRAIN,HUMAN
GSM2931387,TRAIN,HUMAN
GSM2932819,TRAIN,HUMAN
GSM2932864,TRAIN,HUMAN
GSM2932879,TRAIN,HUMAN
GSM2932990,TRAIN,HUMAN
GSM2933008,TRAIN,HUMAN
GSM2937083,TRAIN,HUMAN
GSM2940723,TRAIN,HUMAN
GSM2942465,TRAIN,HUMAN
GSM2942497,TRAIN,HUMAN
GSM2942650,TRAIN,HUMAN
GSM2942659,TRAIN,HUMAN
GSM2945894,TRAIN,HUMAN
GSM2947730,TRAIN,HUMAN
GSM2948052,TRAIN,HUMAN
GSM2957683,TRAIN,HUMAN
GSM2966617,TRAIN,HUMAN
GSM2967252,TRAIN,HUMAN
GSM2967259,TRAIN,HUMAN
GSM2970760,TRAIN,HUMAN
GSM2971918,TRAIN,HUMAN
GSM2973242,TRAIN,HUMAN
GSM2975735,TRAIN,HUMAN
GSM2976682,TRAIN,HUMAN
GSM2977778,TRAIN,HUMAN
GSM2983196,TRAIN,HUMAN
GSM2990384,TRAIN,HUMAN
GSM2991774,TRAIN,HUMAN
GSM2991971,TRAIN,HUMAN
GSM2992086,TRAIN,HUMAN
GSM2992159,TRAIN,HUMAN
GSM2992282,TRAIN,HUMAN
GSM2992305,TRAIN,HUMAN
GSM3003403,TRAIN,HUMAN
GSM3004569,TRAIN,HUMAN
GSM3004840,TRAIN,HUMAN
GSM3011652,TRAIN,HUMAN
GSM3011805,TRAIN,HUMAN
GSM3015867,TRAIN,HUMAN
GSM3016415,TRAIN,HUMAN
GSM3016945,TRAIN,HUMAN
GSM3017048,TRAIN,HUMAN
GSM3017055,TRAIN,HUMAN
GSM3018838,TRAIN,HUMAN
GSM3019182,TRAIN,HUMAN
GSM3019198,TRAIN,HUMAN
GSM3019211,TRAIN,HUMAN
GSM3019568,TRAIN,HUMAN
GSM3019886,TRAIN,HUMAN
GSM3020021,TRAIN,HUMAN
GSM3020073,TRAIN,HUMAN
GSM3020076,TRAIN,HUMAN
GSM3020081,TRAIN,HUMAN
GSM3020197,TRAIN,HUMAN
GSM3020206,TRAIN,HUMAN
GSM3020431,TRAIN,HUMAN
GSM3021199,TRAIN,HUMAN
GSM3021542,TRAIN,HUMAN
GSM3024825,TRAIN,HUMAN
GSM3024873,TRAIN,HUMAN
GSM3026807,TRAIN,HUMAN
GSM3028473,TRAIN,HUMAN
GSM3028634,TRAIN,HUMAN
GSM3028913,TRAIN,HUMAN
GSM3029719,TRAIN,HUMAN
GSM3031473,TRAIN,HUMAN
GSM3033400,TRAIN,HUMAN
GSM3034588,TRAIN,HUMAN
GSM3036626,TRAIN,HUMAN
GSM3036695,TRAIN,HUMAN
GSM3037238,TRAIN,HUMAN
GSM3039816,TRAIN,HUMAN
GSM3040239,TRAIN,HUMAN
GSM3040240,TRAIN,HUMAN
GSM3040342,TRAIN,HUMAN
GSM3040838,TRAIN,HUMAN
GSM3040943,TRAIN,HUMAN
GSM3041170,TRAIN,HUMAN
GSM3043181,TRAIN,HUMAN
GSM3043185,TRAIN,HUMAN
GSM3043708,TRAIN,HUMAN
GSM3043746,TRAIN,HUMAN
GSM3044559,TRAIN,HUMAN
GSM3044644,TRAIN,HUMAN
GSM3044689,TRAIN,HUMAN
GSM3044751,TRAIN,HUMAN
GSM3044980,TRAIN,HUMAN
GSM3045209,TRAIN,HUMAN
GSM3045837,TRAIN,HUMAN
GSM3048772,TRAIN,HUMAN
GSM3053700,TRAIN,HUMAN
GSM3056398,TRAIN,HUMAN
GSM3056466,TRAIN,HUMAN
GSM3056542,TRAIN,HUMAN
GSM3058171,TRAIN,HUMAN
GSM3058371,TRAIN,HUMAN
GSM3060931,TRAIN,HUMAN
GSM3060935,TRAIN,HUMAN
GSM3066025,TRAIN,HUMAN
GSM3068005,TRAIN,HUMAN
GSM3068137,TRAIN,HUMAN
GSM3068138,TRAIN,HUMAN
GSM3068300,TRAIN,HUMAN
GSM3068903,TRAIN,HUMAN
GSM3070982,TRAIN,HUMAN
GSM3071083,TRAIN,HUMAN
GSM3071085,TRAIN,HUMAN
GSM3071147,TRAIN,HUMAN
GSM3071657,TRAIN,HUMAN
GSM3072110,TRAIN,HUMAN
GSM3072118,TRAIN,HUMAN
GSM3073171,TRAIN,HUMAN
GSM3073547,TRAIN,HUMAN
GSM3083487,TRAIN,HUMAN
GSM3090160,TRAIN,HUMAN
GSM3090430,TRAIN,HUMAN
GSM3090944,TRAIN,HUMAN
GSM3091345,TRAIN,HUMAN
GSM3092987,TRAIN,HUMAN
GSM3093318,TRAIN,HUMAN
GSM3094403,TRAIN,HUMAN
GSM3095597,TRAIN,HUMAN
GSM3097119,TRAIN,HUMAN
GSM3098023,TRAIN,HUMAN
GSM3098357,TRAIN,HUMAN
GSM3098363,TRAIN,HUMAN
GSM3098488,TRAIN,HUMAN
GSM3100234,TRAIN,HUMAN
GSM3100880,TRAIN,HUMAN
GSM3101055,TRAIN,HUMAN
GSM3101076,TRAIN,HUMAN
GSM3101118,TRAIN,HUMAN
GSM3102418,TRAIN,HUMAN
GSM3103957,TRAIN,HUMAN
GSM3104263,TRAIN,HUMAN
GSM3104272,TRAIN,HUMAN
GSM3104364,TRAIN,HUMAN
GSM3106141,TRAIN,HUMAN
GSM3106686,TRAIN,HUMAN
GSM3108853,TRAIN,HUMAN
GSM3109244,TRAIN,HUMAN
GSM3109414,TRAIN,HUMAN
GSM3109433,TRAIN,HUMAN
GSM3110234,TRAIN,HUMAN
GSM3110270,TRAIN,HUMAN
GSM3110910,TRAIN,HUMAN
GSM3112125,TRAIN,HUMAN
GSM3112601,TRAIN,HUMAN
GSM3113238,TRAIN,HUMAN
GSM3118935,TRAIN,HUMAN
GSM3119649,TRAIN,HUMAN
GSM3120986,TRAIN,HUMAN
GSM3121001,TRAIN,HUMAN
GSM3121173,TRAIN,HUMAN
GSM3121406,TRAIN,HUMAN
GSM3122540,TRAIN,HUMAN
GSM3122560,TRAIN,HUMAN
GSM3122692,TRAIN,HUMAN
GSM3122791,TRAIN,HUMAN
GSM3122793,TRAIN,HUMAN
GSM3123412,TRAIN,HUMAN
GSM3123652,TRAIN,HUMAN
GSM3124697,TRAIN,HUMAN
GSM3124794,TRAIN,HUMAN
GSM3127850,TRAIN,HUMAN
GSM3127942,TRAIN,HUMAN
GSM3130644,TRAIN,HUMAN
GSM3131159,TRAIN,HUMAN
GSM3131168,TRAIN,HUMAN
GSM3131958,TRAIN,HUMAN
GSM3132088,TRAIN,HUMAN
GSM3132761,TRAIN,HUMAN
GSM3132878,TRAIN,HUMAN
GSM3136665,TRAIN,HUMAN
GSM3137341,TRAIN,HUMAN
GSM3137417,TRAIN,HUMAN
GSM3137418,TRAIN,HUMAN
GSM3137533,TRAIN,HUMAN
GSM3137624,TRAIN,HUMAN
GSM3139693,TRAIN,HUMAN
GSM3140695,TRAIN,HUMAN
GSM3141849,TRAIN,HUMAN
GSM3141900,TRAIN,HUMAN
GSM3143315,TRAIN,HUMAN
GSM3143793,TRAIN,HUMAN
GSM3144816,TRAIN,HUMAN
GSM3144935,TRAIN,HUMAN
